work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2023,SE,FT,Machine Learning Engineer,241000,USD,241000,US,0,US,M
2022,MI,FT,Data Engineer,80000,GBP,98506,GB,100,GB,M
2022,EN,FT,Data Analyst,50000,USD,50000,US,50,US,L
2023,MI,FT,Data Scientist,90000,USD,90000,US,0,US,M
2022,EN,FT,Data Engineer,129000,USD,129000,US,100,US,L
2022,SE,FT,Data Analyst,104000,USD,104000,US,100,US,M
2023,SE,FT,Data Analyst,100000,USD,100000,US,0,US,M
2023,EN,FT,Data Scientist,100000,INR,100000,IN,50,IN,S
2022,MI,FT,Applied Machine Learning Scientist,173000,USD,173000,US,50,US,M
2021,SE,FT,Data Engineer,250000,USD,250000,US,50,US,L
2023,SE,FT,Data Science Manager,198200,USD,198200,US,100,US,M
2023,MI,FT,Data Analyst,100000,USD,100000,US,0,US,M
2023,EN,FT,Data Engineer,100000,USD,100000,US,100,US,M
2022,SE,FT,Data Scientist,140000,USD,140000,US,100,US,M
2023,SE,FT,Data Analyst,80000,USD,80000,US,0,US,M
2023,SE,FT,Analytics Engineer,100000,USD,100000,GB,100,GB,M
2022,SE,FT,Data Scientist,80000,USD,80000,US,0,US,M
2023,SE,FT,Data Scientist,237000,USD,237000,US,100,US,M
2023,MI,FT,Data Scientist,130000,USD,130000,US,0,US,M
2023,EN,FT,Deep Learning Engineer,120000,USD,120000,US,0,US,M
2022,MI,FT,Data Scientist,130000,USD,130000,US,0,US,M
2022,SE,FT,ML Engineer,195400,USD,195400,US,100,US,L
2023,SE,FT,Data Engineer,180000,USD,180000,US,100,US,M
2022,SE,FT,Data Scientist,100000,USD,100000,US,0,US,M
2022,SE,FT,BI Developer,120000,USD,120000,US,100,US,M
2022,SE,FT,Data Architect,160000,USD,160000,US,100,US,M
2023,SE,FT,Data Architect,160000,USD,160000,US,100,US,M
2022,MI,FT,BI Analyst,48000,USD,48000,BR,100,BR,M
2023,SE,FT,Data Analyst,168400,USD,168400,US,0,US,M
2022,MI,FT,Machine Learning Researcher,100000,CAD,100000,CA,50,CA,L
2022,MI,CT,Analytics Engineer,100000,USD,100000,BO,50,US,M
2022,SE,FT,Machine Learning Engineer,65000,USD,65000,AE,100,AE,S
2022,SE,FT,Data Engineer,144000,USD,144000,US,100,US,M
2023,SE,FT,Data Analyst,106800,USD,106800,US,0,US,M
2022,MI,FT,Data Scientist,30000,USD,30000,MX,100,MX,L
2023,SE,FT,Data Analyst,110000,USD,110000,US,0,US,M
2023,SE,FT,Data Engineer,100000,USD,100000,US,0,US,M
2022,MI,FT,Data Analyst,100000,USD,100000,US,0,US,M
2022,SE,FT,Analytics Engineer,130000,USD,130000,US,100,US,M
2023,SE,FT,Data Engineer,147000,USD,147000,US,0,US,M
2021,SE,FT,Data Engineer,174000,USD,174000,US,100,US,L
2023,SE,FT,Data Engineer,128000,USD,128000,US,0,US,M
2023,SE,FT,Data Engineer,200000,USD,200000,US,100,US,M
2022,EN,FT,Data Engineer,35000,GBP,43096,GB,100,GB,M
2022,SE,FT,Data Scientist,205000,USD,205000,US,100,US,M
2023,MI,FT,Data Scientist,70000,GBP,85066,GB,0,GB,M
2023,SE,FT,Applied Scientist,100000,USD,100000,US,0,US,L
2022,SE,FT,Data Engineer,126000,USD,126000,US,100,US,M
2022,SE,FT,Data Scientist,205300,USD,205300,US,0,US,M
2022,SE,FT,Data Scientist,144000,USD,144000,US,100,US,M
2023,SE,FT,Data Scientist,136000,USD,136000,US,100,US,M
2022,MI,FT,Data Analyst,160000,USD,160000,US,0,US,M
2022,SE,FT,Data Scientist,159000,USD,159000,US,0,US,L
2023,SE,FT,Data Architect,174500,USD,174500,US,0,US,M
2023,SE,FT,Data Analyst,48000,EUR,51508,ES,100,ES,M
2023,SE,FT,Data Engineer,175000,USD,175000,US,100,US,M
2022,SE,FT,Data Architect,90700,USD,90700,CA,100,CA,M
2023,SE,FT,Applied Scientist,222200,USD,222200,US,0,US,L
2022,MI,FT,Data Scientist,90000,GBP,110820,GB,0,GB,M
2023,SE,FT,Data Architect,174500,USD,174500,US,0,US,M
2022,SE,FT,Analytics Engineer,130000,USD,130000,US,100,US,M
2023,SE,FT,Data Scientist,170000,USD,170000,US,100,US,M
2023,MI,FT,Data Engineer,140000,USD,140000,US,0,US,M
2022,SE,FT,Data Architect,180000,USD,180000,US,100,US,M
2023,MI,FT,Data Engineer,72000,USD,72000,MX,100,MX,M
2023,SE,FT,Machine Learning Engineer,142200,USD,142200,US,0,US,M
2022,SE,FT,Data Engineer,260000,USD,260000,US,0,US,M
2022,SE,FT,Data Scientist,100000,USD,100000,US,0,US,M
2022,EN,FT,Data Analyst,100000,USD,100000,US,100,US,L
2023,EN,FT,Data Engineer,1400000,INR,100000,IN,100,IN,L
2020,EN,FT,Data Engineer,1000000,INR,100000,IN,100,IN,L
2023,EX,FT,Data Engineer,100000,USD,100000,US,100,US,M
2021,MI,FT,Data Scientist,147000,USD,147000,US,50,US,L
2020,MI,FT,Lead Data Analyst,87000,USD,87000,US,100,US,L
2023,EN,FT,Big Data Engineer,130000,USD,130000,US,100,US,S
2022,MI,FT,Data Scientist,108000,USD,108000,US,50,US,L
2022,MI,FT,Data Analyst,100000,USD,100000,US,0,US,M
2021,MI,FT,Data Engineer,100000,AUD,100000,AU,50,AU,L
2023,SE,FT,Data Engineer,100000,USD,100000,US,100,US,M
2021,MI,FT,Data Engineer,100000,EUR,100000,NL,100,NL,L
2022,SE,FT,Data Analyst,115934,USD,115934,US,100,US,M
2023,SE,FT,Data Engineer,265000,USD,265000,US,100,US,M
2022,MI,FT,Data Engineer,75000,GBP,92350,GB,100,GB,M
2022,SE,FT,Data Engineer,90000,USD,90000,US,100,US,M
2023,SE,FT,Data Science Consultant,145000,USD,145000,US,0,US,M
2023,EX,FT,Data Engineer,100000,USD,100000,US,0,US,M
2023,SE,FT,Data Engineer,185900,USD,185900,US,0,US,M
2023,MI,FT,Data Analyst,80000,GBP,100000,GB,0,GB,M
2023,SE,FT,Data Analyst,230000,USD,230000,US,0,US,M
2023,EN,FT,Data Engineer,65000,USD,65000,US,0,US,M
2023,SE,FT,Data Scientist,134000,USD,134000,US,0,US,M
2023,EN,FT,Data Engineer,135000,USD,135000,US,0,US,M
2022,SE,FT,Data Science Consultant,139000,USD,139000,US,0,US,M
2023,SE,FT,Machine Learning Engineer,122700,USD,122700,US,0,US,M
2022,MI,FT,Analytics Engineer,200000,USD,200000,US,0,US,M
2023,MI,FT,Data Analyst,60000,GBP,72914,GB,0,GB,M
2022,SE,FT,Data Engineer,106500,USD,106500,US,0,US,M
2022,SE,FT,Data Engineer,100000,USD,100000,US,100,US,M
2021,SE,FT,Data Engineer,100000,GBP,100000,GB,100,GB,M
2022,MI,FT,Data Scientist,84000,USD,84000,BR,100,BR,M
2021,EN,FT,BI Data Analyst,55000,USD,55000,US,50,US,S
2020,EN,FT,Big Data Engineer,70000,USD,70000,US,100,US,L
2022,SE,FT,Data Scientist,198440,USD,198440,US,0,US,L
2023,SE,FT,Data Analyst,155000,USD,155000,US,100,US,M
2023,EX,FT,Data Scientist,100000,USD,100000,US,0,US,M
2022,SE,FT,Analytics Engineer,180000,USD,180000,US,0,US,M
2022,SE,FT,Analytics Engineer,100000,USD,100000,US,100,US,M
2023,MI,FT,Data Analyst,65000,USD,65000,US,100,US,M
2023,MI,FT,Data Scientist,150000,USD,150000,US,100,US,M
2023,SE,FT,Applied Scientist,184000,USD,184000,US,100,US,M
2022,SE,FT,Data Analyst,100000,USD,100000,US,0,US,M
2022,SE,FT,Data Scientist,152000,USD,152000,US,0,US,M
2022,MI,FT,Data Scientist,100000,USD,100000,US,100,US,M
2023,SE,FT,Machine Learning Engineer,163800,USD,163800,US,0,US,M
2022,SE,FT,Machine Learning Engineer,193900,USD,193900,US,0,US,M
2023,EN,FT,Data Analyst,100000,USD,100000,US,50,US,M
2022,SE,FT,Data Analyst,100000,USD,100000,US,0,US,M
2021,EN,FT,Data Science Consultant,65000,EUR,76833,DE,0,DE,L
2022,SE,FT,Head of Data,200000,USD,200000,US,100,US,M
2023,SE,FT,Research Scientist,200000,USD,200000,US,0,US,M
2023,MI,FT,Data Scientist,183310,USD,183310,US,0,US,M
2021,SE,FT,Data Scientist,100000,EUR,100000,FR,50,FR,M
2023,EN,FT,Data Scientist,100000,INR,100000,IN,0,IN,L
2022,SE,FT,Cloud Database Engineer,160000,USD,160000,US,100,US,M
2022,MI,FT,Data Operations Engineer,60000,USD,60000,US,100,US,M
2021,MI,FT,Data Scientist,100000,USD,100000,US,0,US,L
2023,SE,FT,Data Scientist,185900,USD,185900,US,0,US,M
2022,MI,FT,Machine Learning Engineer,120000,USD,120000,US,100,US,S
2022,SE,FT,Data Scientist,210000,USD,210000,US,100,US,M
2021,MI,FT,Data Scientist,160000,USD,160000,US,100,US,L
2021,SE,FT,Data Science Engineer,100000,CAD,100000,CA,50,CA,L
2021,MI,FT,Applied Machine Learning Scientist,100000,USD,100000,US,50,US,L
2023,EN,FT,Research Scientist,150000,USD,150000,US,0,US,M
2023,SE,FT,Data Scientist,198200,USD,198200,US,100,US,M
2022,SE,FT,Data Analyst,115934,USD,115934,US,0,US,M
2022,SE,FT,Data Scientist,141525,USD,141525,US,100,US,M
2021,SE,FT,Director of Data Science,168000,USD,168000,JP,0,JP,S
2023,EN,FT,Research Scientist,100000,USD,100000,US,0,US,M
2023,SE,FT,Data Engineer,109400,USD,109400,US,0,US,M
2022,SE,FT,Data Scientist,191475,USD,191475,US,100,US,M
2023,MI,FT,Data Engineer,125000,USD,125000,US,0,US,M
2023,SE,FT,BI Data Analyst,67000,EUR,100000,DE,100,DE,M
2023,SE,FT,Data Engineer,75000,USD,75000,US,100,US,M
2023,SE,FT,Data Scientist,82365,USD,82365,US,0,US,M
2022,SE,FT,Data Analyst,130000,USD,130000,US,0,US,M
2023,SE,FT,Analytics Engineer,143860,USD,143860,US,0,US,M
2021,MI,FT,Data Engineer,48000,GBP,100000,US,50,GB,S
2023,SE,FT,Analytics Engineer,175000,USD,175000,US,0,US,M
2023,SE,FT,Data Analyst,135000,USD,135000,US,0,US,M
2023,SE,FT,Research Engineer,200000,USD,200000,US,0,US,M
2022,SE,FT,Data Engineer,85000,USD,85000,US,100,US,M
2023,SE,FT,Data Analyst,75000,USD,75000,US,100,US,M
2023,MI,FT,Data Engineer,100000,USD,100000,US,0,US,M
2023,EX,FT,Data Engineer,239000,USD,239000,US,100,US,M
2023,MI,FT,Research Scientist,100000,USD,100000,US,100,US,M
2023,MI,FT,Research Engineer,100000,USD,100000,US,100,US,M
2022,SE,FT,Data Architect,135000,USD,135000,US,100,US,M
2023,MI,FT,Data Scientist,55000,GBP,100000,GB,0,GB,M
2023,SE,FT,Data Analyst,94000,USD,94000,US,100,US,M
2022,SE,FT,Data Engineer,100000,USD,100000,US,100,US,M
2022,SE,FT,Data Analyst,38000,EUR,100000,ES,0,ES,M
2023,SE,FT,Data Scientist,100000,USD,100000,US,100,US,M
2023,SE,FT,Data Engineer,130000,USD,130000,US,100,US,M
2022,SE,FT,Data Scientist,165000,USD,165000,US,0,US,M
2023,SE,FT,Data Engineer,100000,USD,100000,US,100,US,M
2023,SE,FT,Analytics Engineer,152500,USD,152500,US,0,US,M
2022,SE,FT,Data Science Manager,100000,USD,100000,US,0,US,M
2022,MI,FT,Data Analyst,30000,GBP,100000,GB,100,GB,M
2022,SE,FT,Data Engineer,120000,USD,120000,US,0,US,M
2023,EN,FT,Data Analyst,60000,USD,60000,US,100,US,M
2023,SE,FT,Machine Learning Scientist,220000,USD,220000,US,0,US,M
2022,MI,FT,Data Scientist,25000,USD,100000,TR,50,TR,M
2022,MI,FT,Data Engineer,100000,EUR,100000,US,0,US,M
2023,SE,FT,Data Scientist,225000,USD,225000,US,0,US,M
2023,EX,FT,Data Engineer,115000,USD,115000,US,0,US,M
2022,SE,FT,Data Engineer,40000,EUR,42026,PT,0,PT,M
2022,MI,FT,Data Operations Engineer,60000,USD,60000,US,100,US,M
2023,SE,FT,Data Engineer,106500,USD,106500,US,0,US,M
2023,EN,FT,Data Engineer,62000,USD,62000,US,100,US,M
2023,SE,FT,Data Engineer,160000,USD,160000,US,0,US,M
2022,SE,FT,Data Analyst,110600,USD,110600,US,0,US,M
2023,SE,FT,Data Engineer,240500,USD,240500,US,0,US,L
2023,SE,FT,Analytics Engineer,231250,USD,231250,US,100,US,M
2020,SE,FT,Data Engineer,100000,USD,100000,US,100,US,L
2022,MI,FT,Data Analyst,20000,USD,20000,GR,100,GR,S
2022,SE,FT,Research Scientist,144000,USD,144000,US,50,US,L
2023,SE,FT,Data Scientist,110000,USD,110000,CA,0,CA,M
2023,EN,FT,Research Engineer,120000,USD,120000,US,0,US,M
2022,SE,FT,Data Scientist,127000,USD,127000,US,100,US,M
2022,MI,FT,Data Engineer,55000,GBP,67723,GB,100,GB,M
2022,SE,FT,Data Architect,100000,USD,100000,US,100,US,M
2021,SE,FT,Data Scientist,180000,TRY,100000,TR,50,TR,L
2022,SE,FT,Data Architect,135000,USD,135000,US,100,US,M
2023,SE,FT,Data Scientist,260000,USD,260000,US,0,US,M
2022,SE,FT,Machine Learning Engineer,100000,USD,100000,US,0,US,M
2023,SE,FT,Data Engineer,109400,USD,109400,US,0,US,M
2022,SE,FT,Data Scientist,191475,USD,191475,US,100,US,M
2022,SE,FT,Data Scientist,100000,USD,100000,US,100,US,M
2023,SE,FT,Data Scientist,175000,USD,175000,US,100,US,M
2022,MI,FT,Data Analyst,126500,USD,126500,US,0,US,M
2023,SE,FT,Data Engineer,100000,USD,100000,US,100,US,M
2022,MI,FT,Data Engineer,42000,USD,100000,BR,100,BR,M
2022,SE,FT,Data Analyst,115934,USD,115934,US,100,US,M
2022,SE,FT,Data Architect,190000,USD,190000,US,100,US,M
2022,SE,FT,Data Engineer,100000,USD,100000,US,100,US,L
2022,MI,FT,Data Analyst,100000,USD,100000,US,0,US,M
2022,SE,FT,Machine Learning Engineer,201000,USD,201000,US,0,US,M
2022,MI,FT,Data Engineer,85000,GBP,104663,GB,0,GB,M
2022,SE,FT,Applied Scientist,196000,USD,196000,US,100,US,M
2023,SE,FT,Data Engineer,100000,USD,100000,US,100,US,M
2022,SE,FT,Data Analytics Manager,109280,USD,109280,US,100,US,M
2023,SE,FT,Data Engineer,210000,USD,210000,US,100,US,M
2023,SE,FT,Data Operations Engineer,193000,USD,100000,US,100,US,M
2022,SE,FT,Data Scientist,123000,USD,123000,US,100,US,M
2022,SE,FT,Data Scientist,100000,USD,100000,US,0,US,M
2023,SE,FT,Data Scientist,168000,USD,168000,US,100,US,M
2022,MI,FT,Data Scientist,85000,USD,85000,US,100,US,M
2022,SE,FT,Machine Learning Engineer,164996,USD,164996,US,0,US,M
2023,SE,FT,Data Analyst,100000,USD,100000,US,100,US,M
2022,SE,FT,Data Engineer,63000,USD,63000,US,100,US,M
2023,SE,FT,Head of Data,70000,EUR,75116,PT,100,PT,L
2023,SE,FT,Data Scientist,160000,USD,160000,US,0,US,M
2023,SE,FT,Data Analyst,180000,USD,180000,US,0,US,M
2023,SE,FT,Research Engineer,174000,USD,174000,DE,0,DE,M
2023,MI,FT,Data Analytics Manager,155000,USD,155000,US,0,US,M
2023,MI,FT,Research Scientist,100000,GBP,100000,GB,0,GB,M
2023,SE,FT,Data Scientist,100000,USD,100000,US,100,US,M
2022,MI,FT,Analytics Engineer,122500,USD,122500,US,100,US,M
2023,SE,FT,Data Analyst,139000,USD,139000,US,0,US,M
2021,EN,FT,Data Engineer,90000,SGD,100000,SG,50,SG,L
2022,EX,FT,Data Engineer,310000,USD,310000,US,100,US,M
2022,SE,FT,Data Scientist,45000,EUR,47280,ES,0,ES,M
2023,SE,FT,Research Scientist,145000,USD,145000,US,0,US,M
2023,SE,FT,Data Analyst,35000,GBP,42533,US,100,US,M
2022,MI,FT,Data Engineer,78000,USD,78000,BR,100,BR,M
2023,MI,CT,ML Engineer,30000,USD,30000,US,100,US,S
2022,SE,FT,Data Scientist,191475,USD,191475,US,100,US,M
2023,SE,FT,Data Scientist,240000,USD,240000,US,100,US,M
2021,SE,FT,Lead Data Engineer,160000,USD,160000,PR,50,US,S
2021,SE,FT,Data Analyst,200000,USD,200000,US,100,US,L
2023,EN,FT,Business Data Analyst,20000,EUR,100000,ES,0,ES,M
2023,SE,FT,Machine Learning Engineer,100000,USD,100000,US,0,US,M
2023,SE,FT,Data Analyst,105000,USD,105000,US,100,US,M
2023,SE,FT,Data Engineer,160000,USD,160000,US,100,US,M
2023,SE,FT,Data Scientist,183500,USD,183500,US,100,US,M
2023,MI,FT,Data Infrastructure Engineer,183310,USD,183310,US,0,US,M
2022,SE,FT,Data Scientist,128000,USD,128000,US,100,US,M
2022,EX,FT,Data Science Manager,100000,USD,100000,US,0,US,M
2023,EX,FT,Data Engineer,175000,USD,175000,US,0,US,M
2023,SE,FT,Machine Learning Software Engineer,180000,USD,180000,US,0,US,M
2023,EX,FT,Data Engineer,220000,USD,220000,US,0,US,M
2023,SE,FT,Data Scientist,45000,EUR,48289,ES,0,ES,M
2022,MI,PT,Data Engineer,50000,EUR,52533,DE,50,DE,L
2023,EN,FT,Data Analyst,55000,USD,55000,US,0,US,M
2022,MI,FT,Data Analyst,100000,USD,100000,US,100,US,M
2023,SE,FT,Data Engineer,185000,USD,185000,US,0,US,M
2023,MI,FT,Data Engineer,75000,USD,75000,US,0,US,M
2021,SE,FT,Data Analyst,50000,USD,50000,US,100,US,S
2023,SE,FT,Data Analyst,153600,USD,153600,US,0,US,M
2022,SE,FT,Data Scientist,129300,USD,129300,US,0,US,M
2023,SE,FT,Data Quality Analyst,100000,USD,100000,US,0,US,M
2020,EN,FT,Data Analyst,100000,USD,100000,US,100,US,L
2023,SE,FT,Applied Scientist,100000,USD,100000,US,0,US,L
2022,SE,FT,Machine Learning Engineer,142200,USD,142200,US,0,US,M
2023,EN,FT,Data Engineer,100000,USD,100000,US,0,US,S
2021,SE,FT,Data Engineer,65000,EUR,76833,RO,50,GB,S
2022,SE,FT,Data Engineer,93700,USD,93700,US,100,US,M
2023,SE,FT,Computer Vision Engineer,235000,USD,235000,US,0,US,M
2021,MI,FT,Machine Learning Engineer,100000,USD,100000,JP,50,JP,S
2022,EN,PT,Data Analyst,100000,USD,100000,US,100,US,S
2022,SE,FT,Data Scientist,135000,USD,135000,US,100,US,M
2022,MI,FT,ML Engineer,148500,USD,148500,US,100,US,L
2023,SE,FT,Data Engineer,153600,USD,153600,US,100,US,M
2023,SE,FT,Data Scientist,147100,USD,147100,US,0,US,M
2022,SE,FT,Data Science Manager,245100,USD,245100,US,0,US,M
2020,MI,FT,Data Engineer,100000,USD,100000,ES,100,US,M
2022,SE,FT,Data Scientist,140000,USD,140000,US,100,US,M
2023,MI,FT,Data Analyst,90000,GBP,109371,HR,0,HR,M
2023,MI,FT,Deep Learning Engineer,100000,USD,100000,US,100,US,M
2021,SE,FT,Data Engineer,200000,USD,200000,US,100,US,L
2020,SE,FT,Data Engineer,100000,USD,100000,MX,0,MX,S
2022,SE,FT,Data Engineer,231250,USD,231250,US,100,US,M
2023,SE,FT,Data Engineer,153000,USD,153000,CA,100,CA,M
2023,SE,FT,Applied Scientist,184000,USD,184000,US,100,US,M
2020,MI,FT,Data Engineer,100000,GBP,100000,GB,50,GB,L
2023,MI,FT,Data Engineer,120000,USD,120000,US,0,US,M
2022,SE,FT,Data Engineer,160000,USD,160000,US,0,US,L
2022,SE,FT,Data Engineer,100000,USD,100000,US,100,US,M
2023,SE,FT,Data Scientist,100000,USD,100000,CA,0,CA,M
2023,SE,FT,Research Engineer,100000,USD,100000,US,0,US,M
2022,EN,CT,Applied Machine Learning Scientist,100000,EUR,100000,US,100,CZ,M
2023,EN,FT,Data Scientist,100000,USD,100000,US,100,US,M
2022,MI,FT,Data Scientist,160000,USD,160000,US,0,US,M
2023,SE,FT,Machine Learning Engineer,100000,USD,100000,US,100,US,M
2022,SE,FT,Data Analyst,115934,USD,115934,US,100,US,M
2022,MI,FT,Data Engineer,150000,USD,150000,US,100,US,M
2023,SE,FT,Data Analyst,80000,USD,80000,US,100,US,M
2023,MI,FT,Data Engineer,162500,USD,162500,US,0,US,M
2021,SE,FT,Data Analytics Engineer,67000,EUR,100000,DE,100,DE,L
2023,SE,FT,Data Engineer,115000,USD,115000,US,0,US,M
2023,SE,FT,Data Scientist,180000,USD,180000,US,0,US,M
2023,SE,FT,Data Engineer,100000,USD,100000,US,100,US,M
2023,SE,FT,Data Scientist,100000,USD,100000,US,0,US,M
2023,SE,FT,Analytics Engineer,130000,USD,130000,US,100,US,M
2023,MI,FT,Machine Learning Engineer,90000,USD,90000,US,0,US,M
2023,SE,FT,Data Scientist,210000,USD,210000,US,0,US,M
2023,SE,FT,Data Analyst,95000,USD,95000,US,0,US,M
2022,SE,FT,Data Engineer,130000,USD,130000,US,0,US,M
2022,MI,FT,Data Science Consultant,57000,GBP,100000,GB,0,GB,M
2023,SE,FT,Data Analyst,110000,USD,110000,US,100,US,M
2022,MI,FT,Data Engineer,45000,EUR,47280,ES,100,ES,M
2023,SE,FT,Data Scientist,297300,USD,297300,US,100,US,M
2023,EN,FT,Data Analyst,150000,USD,150000,US,0,US,M
2023,SE,FT,Data Scientist,245000,USD,245000,US,0,US,M
2022,EX,FT,Data Engineer,200000,USD,200000,US,0,US,M
2023,MI,FT,Data Analyst,85000,USD,85000,US,0,US,M
2022,MI,FT,Data Engineer,100000,USD,100000,US,0,US,M
2022,SE,FT,Data Engineer,185000,USD,185000,US,100,US,M
2023,EN,FT,Data Engineer,100000,USD,100000,US,0,US,M
2023,SE,FT,Data Architect,113900,USD,113900,US,100,US,M
2022,SE,FT,Data Scientist,141525,USD,141525,US,100,US,M
2022,SE,FT,Data Scientist,100000,USD,100000,US,100,US,M
2022,SE,FT,Data Scientist,100000,USD,100000,US,100,US,M
2021,EN,FT,Data Engineer,100000,USD,100000,US,100,US,L
2023,SE,FT,Machine Learning Engineer,204500,USD,204500,US,0,US,M
2022,MI,FT,Data Manager,134000,USD,134000,US,0,US,M
2022,EN,PT,Data Scientist,100000,USD,100000,US,50,US,M
2023,SE,FT,Data Scientist,100000,USD,100000,US,0,US,M
2023,SE,FT,Data Scientist,156400,USD,156400,US,100,US,M
2023,SE,FT,Data Scientist,275300,USD,275300,US,100,US,M
2023,SE,FT,Research Scientist,180000,USD,180000,US,0,US,M
2023,SE,FT,Machine Learning Engineer,142200,USD,142200,US,0,US,M
2022,SE,FT,Data Scientist,129300,USD,129300,US,0,US,M
2022,SE,FT,Data Scientist,140000,USD,140000,US,0,US,M
2023,SE,FT,Data Manager,65000,USD,65000,CO,0,CO,M
2023,MI,FT,Data Engineer,55000,EUR,100000,ES,100,ES,M
2022,SE,FT,Data Engineer,100000,USD,100000,US,100,US,M
2022,SE,FT,Data Engineer,100000,USD,100000,US,100,US,M
2023,SE,FT,Data Scientist,182000,USD,182000,US,0,US,M
2023,MI,FT,Machine Learning Engineer,100000,GBP,100000,GB,0,GB,M
2023,SE,FT,Data Scientist,195000,USD,195000,US,0,US,M
2022,SE,FT,Data Engineer,145000,USD,145000,US,0,US,M
2022,SE,FT,Data Engineer,100000,USD,100000,CA,100,CA,M
2022,SE,FT,Data Engineer,100000,GBP,100000,GB,100,GB,M
2021,SE,FT,Data Scientist,130000,CAD,100000,CA,100,CA,L
2020,SE,FT,Lead Data Scientist,190000,USD,190000,US,100,US,S
2023,SE,FT,Data Scientist,185000,USD,185000,GB,0,GB,M
2023,SE,FT,Machine Learning Engineer,139500,USD,139500,US,0,US,M
2023,SE,FT,Data Analyst,110000,USD,110000,US,0,US,M
2022,SE,FT,Data Engineer,130000,USD,130000,US,100,US,M
2023,SE,FT,Machine Learning Engineer,200000,USD,200000,US,100,US,M
2022,SE,FT,Data Scientist,168000,USD,168000,US,100,US,M
2022,EX,FT,Data Engineer,216000,USD,216000,US,100,US,M
2022,SE,FT,Data Analyst,170000,USD,170000,US,100,US,M
2022,SE,FT,Data Engineer,100000,USD,100000,US,0,US,L
2023,SE,FT,Machine Learning Engineer,200000,USD,200000,US,0,US,M
2023,SE,FT,Data Engineer,163800,USD,163800,US,0,US,M
2021,EN,FT,BI Data Analyst,100000,USD,100000,US,100,US,S
2023,SE,FT,Data Scientist,140000,USD,140000,US,0,US,M
2022,SE,FT,Data Engineer,175000,USD,175000,US,0,US,M
2022,MI,FT,Computer Vision Engineer,56000,EUR,100000,FR,100,FR,S
2022,SE,FT,Data Scientist,45000,EUR,47280,ES,0,ES,M
2022,SE,FT,Data Engineer,170000,USD,170000,US,100,US,M
2023,SE,FT,Data Analyst,240500,USD,240500,US,0,US,M
2021,SE,FT,Data Science Manager,152000,USD,152000,US,100,FR,L
2022,MI,FT,Data Scientist,180000,USD,180000,US,0,US,M
2022,SE,FT,Data Engineer,150000,USD,150000,US,100,US,M
2022,EN,FT,Machine Learning Engineer,140250,USD,140250,US,0,US,M
2022,SE,FT,Data Engineer,185900,USD,185900,US,0,US,M
2022,EN,FT,Applied Data Scientist,40000,USD,40000,AU,100,PK,M
2022,SE,FT,Data Scientist,100000,USD,100000,US,0,US,M
2023,MI,FT,Data Analyst,65000,GBP,78990,GB,0,GB,M
2022,EN,FT,BI Data Analyst,58000,EUR,60938,DE,0,DE,L
2023,SE,FT,Data Scientist,149076,USD,149076,US,0,US,M
2022,SE,FT,Machine Learning Engineer,80000,EUR,84053,FR,50,FR,L
2022,SE,FT,Data Scientist,100000,USD,100000,US,100,US,M
2022,MI,FT,Data Scientist,78000,USD,78000,US,100,US,M
2022,SE,FT,Data Engineer,175000,USD,175000,US,0,US,M
2023,SE,FT,Data Scientist,175000,USD,175000,US,0,US,M
2023,EX,FT,Data Engineer,236000,USD,236000,US,100,US,M
2023,SE,FT,Machine Learning Engineer,100000,USD,100000,US,100,US,M
2022,SE,FT,Data Analyst,120000,USD,120000,US,0,US,M
2023,SE,FT,Data Engineer,250000,USD,250000,US,100,US,M
2022,SE,FT,Data Engineer,129300,USD,129300,US,0,US,M
2023,SE,FT,Data Analyst,110000,USD,110000,US,100,US,S
2022,SE,FT,Data Engineer,135000,USD,135000,US,100,US,M
2022,SE,FT,Data Scientist,38000,USD,38000,US,100,US,M
2022,EN,PT,Data Analyst,100000,USD,100000,US,50,US,S
2022,MI,FT,Data Engineer,100000,USD,100000,US,0,US,M
2022,SE,FT,Data Scientist,170000,USD,170000,US,100,US,M
2022,SE,FT,Data Scientist,247500,USD,247500,US,0,US,M
2023,SE,FT,Machine Learning Engineer,100000,USD,100000,US,0,US,L
2023,MI,FT,Machine Learning Engineer,120000,GBP,100000,GB,0,GB,M
2022,SE,FT,Data Engineer,247500,USD,247500,US,0,US,M
2022,EN,FT,Data Analytics Engineer,100000,USD,100000,AR,100,AR,S
2022,SE,FT,Data Analyst,110600,USD,110600,US,0,US,M
2023,SE,FT,Data Scientist,297300,USD,297300,US,100,US,M
2023,MI,FT,Data Analyst,160000,USD,160000,US,0,US,M
2022,EN,FT,BI Data Analyst,100000,BRL,100000,BR,100,BR,L
2022,SE,FT,Research Scientist,249500,USD,249500,US,0,US,M
2023,SE,FT,Data Engineer,104000,USD,104000,US,100,US,M
2023,EN,FT,BI Developer,100000,USD,100000,US,0,US,M
2023,EX,FT,Data Engineer,145000,USD,145000,US,0,US,M
2022,EN,FT,Data Scientist,100000,USD,100000,US,100,US,M
2022,MI,FT,Data Analyst,112000,USD,112000,US,100,US,M
2022,SE,FT,Data Engineer,185900,USD,185900,US,0,US,M
2023,MI,FT,Data Engineer,150000,USD,150000,US,0,US,M
2023,MI,FT,Data Analyst,38000,GBP,100000,GB,0,GB,M
